用户ID,首次购买时间,首次购买年月,注册年月,安装年月,渠道
14721.0,2010-11-25 13:08:00,2010-11-01 00:00:00,2010-09-01 00:00:00,2010-04-01 00:00:00,抖音
14722.0,2010-08-10 13:28:00,2010-08-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
14723.0,2009-12-04 11:22:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14724.0,2010-04-28 13:26:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14725.0,2010-06-23 11:34:00,2010-06-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
14726.0,2010-02-23 12:35:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
14727.0,2010-06-11 13:23:00,2010-06-01 00:00:00,2010-05-01 00:00:00,2010-04-01 00:00:00,微信
14728.0,2010-10-22 15:57:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-02-01 00:00:00,微信
14729.0,2010-03-24 13:30:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14730.0,2011-03-08 12:49:00,2011-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
14731.0,2011-05-11 13:06:00,2011-05-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,微信
14732.0,2009-12-09 10:48:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14733.0,2010-11-02 15:42:00,2010-11-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
14734.0,2010-06-06 15:15:00,2010-06-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
14735.0,2009-12-04 11:32:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14736.0,2010-08-11 15:13:00,2010-08-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14737.0,2010-11-04 11:29:00,2010-11-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14738.0,2009-12-07 10:21:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14739.0,2009-12-02 13:23:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14740.0,2010-02-25 11:40:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14741.0,2010-10-18 09:33:00,2010-10-01 00:00:00,2010-06-01 00:00:00,2010-05-01 00:00:00,抖音
14742.0,2010-09-30 14:07:00,2010-09-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,百度
14743.0,2010-04-26 10:26:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,百度
14744.0,2010-05-18 14:06:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
14745.0,2010-03-12 10:33:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14746.0,2010-10-12 11:06:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-07-01 00:00:00,抖音
14747.0,2011-04-04 14:09:00,2011-04-01 00:00:00,2010-12-01 00:00:00,2010-03-01 00:00:00,微信
14748.0,2010-03-04 17:08:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
14749.0,2010-08-17 12:36:00,2010-08-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,微信
14750.0,2009-12-03 17:57:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14751.0,2009-12-13 14:08:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14752.0,2011-10-27 11:55:00,2011-10-01 00:00:00,2011-05-01 00:00:00,2010-10-01 00:00:00,抖音
14753.0,2010-09-05 11:04:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14754.0,2010-01-18 11:04:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14755.0,2009-12-03 16:51:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14756.0,2010-10-11 11:50:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,百度
14757.0,2011-09-25 14:36:00,2011-09-01 00:00:00,2010-10-01 00:00:00,2010-06-01 00:00:00,微信
14758.0,2010-04-08 08:27:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14759.0,2011-04-21 10:55:00,2011-04-01 00:00:00,2011-01-01 00:00:00,2010-06-01 00:00:00,微信
14760.0,2011-02-15 16:27:00,2011-02-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14761.0,2010-09-21 14:22:00,2010-09-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,百度
14762.0,2010-03-23 15:36:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,抖音
14764.0,2011-10-24 11:54:00,2011-10-01 00:00:00,2011-06-01 00:00:00,2010-09-01 00:00:00,微信
14765.0,2011-06-16 19:49:00,2011-06-01 00:00:00,2010-08-01 00:00:00,2009-12-01 00:00:00,百度
14766.0,2010-06-06 11:11:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
14767.0,2010-08-22 14:54:00,2010-08-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14768.0,2011-08-04 13:25:00,2011-08-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,抖音
14769.0,2009-12-16 09:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14770.0,2010-02-25 18:58:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14771.0,2009-12-03 09:44:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14772.0,2011-08-19 15:04:00,2011-08-01 00:00:00,2011-02-01 00:00:00,2010-02-01 00:00:00,微信
14773.0,2010-04-26 10:29:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14774.0,2010-06-29 12:26:00,2010-06-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14775.0,2010-12-02 16:38:00,2010-12-01 00:00:00,2010-10-01 00:00:00,2010-03-01 00:00:00,百度
14776.0,2010-09-19 14:12:00,2010-09-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
14777.0,2010-11-01 12:50:00,2010-11-01 00:00:00,2010-07-01 00:00:00,2010-07-01 00:00:00,微信
14778.0,2011-02-04 11:43:00,2011-02-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
14779.0,2011-01-20 12:04:00,2011-01-01 00:00:00,2011-01-01 00:00:00,2010-07-01 00:00:00,微信
14780.0,2011-09-21 15:15:00,2011-09-01 00:00:00,2011-01-01 00:00:00,2010-08-01 00:00:00,抖音
14782.0,2011-01-24 11:12:00,2011-01-01 00:00:00,2010-05-01 00:00:00,2010-03-01 00:00:00,抖音
14783.0,2010-02-18 16:16:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14784.0,2010-11-15 09:49:00,2010-11-01 00:00:00,2010-05-01 00:00:00,2010-04-01 00:00:00,微信
14785.0,2011-11-24 13:40:00,2011-11-01 00:00:00,2010-05-01 00:00:00,2009-12-01 00:00:00,百度
14786.0,2010-06-07 13:42:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,抖音
14787.0,2010-08-25 14:38:00,2010-08-01 00:00:00,2010-06-01 00:00:00,2010-06-01 00:00:00,微信
14788.0,2010-04-22 18:16:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,抖音
14789.0,2011-11-11 08:59:00,2011-11-01 00:00:00,2011-11-01 00:00:00,2011-07-01 00:00:00,微信
14790.0,2009-12-11 14:37:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14791.0,2010-04-12 10:24:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14792.0,2011-10-07 09:19:00,2011-10-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,微信
14793.0,2010-06-22 16:54:00,2010-06-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14794.0,2010-08-09 15:44:00,2010-08-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
14795.0,2011-06-26 13:04:00,2011-06-01 00:00:00,2010-06-01 00:00:00,2010-05-01 00:00:00,百度
14796.0,2009-12-14 15:06:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14797.0,2010-07-20 14:07:00,2010-07-01 00:00:00,2010-05-01 00:00:00,2010-05-01 00:00:00,微信
14798.0,2010-03-01 08:38:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14799.0,2009-12-02 11:18:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14800.0,2010-09-30 14:38:00,2010-09-01 00:00:00,2010-05-01 00:00:00,2010-05-01 00:00:00,微信
14801.0,2011-10-09 15:24:00,2011-10-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
14802.0,2010-09-27 16:32:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,抖音
14803.0,2011-02-20 13:21:00,2011-02-01 00:00:00,2010-12-01 00:00:00,2010-09-01 00:00:00,微信
14804.0,2011-12-01 11:20:00,2011-12-01 00:00:00,2011-09-01 00:00:00,2010-10-01 00:00:00,抖音
14805.0,2010-03-28 12:34:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14806.0,2010-09-26 15:50:00,2010-09-01 00:00:00,2010-08-01 00:00:00,2010-03-01 00:00:00,微信
14807.0,2010-02-28 11:33:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14808.0,2011-06-20 12:53:00,2011-06-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,抖音
14809.0,2010-03-28 15:42:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
14810.0,2010-10-06 13:12:00,2010-10-01 00:00:00,2010-06-01 00:00:00,2010-06-01 00:00:00,百度
14811.0,2010-11-17 13:09:00,2010-11-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,抖音
14812.0,2010-04-20 12:13:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14813.0,2010-04-08 11:49:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14814.0,2010-05-07 14:10:00,2010-05-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14815.0,2011-10-03 11:36:00,2011-10-01 00:00:00,2010-09-01 00:00:00,2010-04-01 00:00:00,微信
14816.0,2011-05-26 13:16:00,2011-05-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
14817.0,2010-03-22 12:10:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
14818.0,2010-03-02 12:48:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,百度
14819.0,2009-12-21 15:54:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14820.0,2010-01-31 12:49:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14821.0,2010-02-01 13:33:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14822.0,2010-08-11 12:52:00,2010-08-01 00:00:00,2010-07-01 00:00:00,2010-02-01 00:00:00,微信
14823.0,2011-05-29 12:48:00,2011-05-01 00:00:00,2010-07-01 00:00:00,2010-04-01 00:00:00,抖音
14824.0,2010-03-12 13:07:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14825.0,2010-04-06 14:14:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,微信
14826.0,2010-01-13 13:08:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14828.0,2009-12-07 11:19:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14829.0,2010-09-29 13:14:00,2010-09-01 00:00:00,2010-09-01 00:00:00,2010-07-01 00:00:00,抖音
14830.0,2011-10-17 14:29:00,2011-10-01 00:00:00,2011-01-01 00:00:00,2010-03-01 00:00:00,百度
14831.0,2009-12-02 09:21:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14832.0,2010-03-19 15:14:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,抖音
14833.0,2010-07-29 10:06:00,2010-07-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14834.0,2010-10-28 17:37:00,2010-10-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
14835.0,2010-04-01 19:34:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14836.0,2011-11-09 13:26:00,2011-11-01 00:00:00,2011-01-01 00:00:00,2010-02-01 00:00:00,百度
14837.0,2010-01-24 10:20:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
14838.0,2009-12-03 09:52:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14839.0,2010-01-04 16:29:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14840.0,2010-06-18 15:42:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,抖音
14841.0,2009-12-02 16:49:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14842.0,2011-02-04 15:32:00,2011-02-01 00:00:00,2010-09-01 00:00:00,2010-09-01 00:00:00,微信
14843.0,2010-09-29 12:39:00,2010-09-01 00:00:00,2010-09-01 00:00:00,2009-12-01 00:00:00,百度
14844.0,2010-04-12 12:50:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
14845.0,2010-04-19 10:19:00,2010-04-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
14846.0,2010-10-08 17:07:00,2010-10-01 00:00:00,2010-10-01 00:00:00,2010-07-01 00:00:00,百度
14847.0,2010-05-24 12:29:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,百度
14848.0,2010-10-31 12:22:00,2010-10-01 00:00:00,2010-06-01 00:00:00,2010-04-01 00:00:00,百度
14849.0,2010-01-10 11:40:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14850.0,2010-05-20 13:28:00,2010-05-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
14851.0,2010-03-19 11:52:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
14852.0,2010-03-05 14:51:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,抖音
14853.0,2010-04-13 09:26:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,抖音
14854.0,2010-01-22 09:48:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14855.0,2010-04-08 10:30:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,微信
14856.0,2011-10-14 09:35:00,2011-10-01 00:00:00,2011-04-01 00:00:00,2010-06-01 00:00:00,百度
14857.0,2010-03-15 11:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14858.0,2010-07-22 10:51:00,2010-07-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
14859.0,2010-06-03 10:26:00,2010-06-01 00:00:00,2010-04-01 00:00:00,2010-02-01 00:00:00,百度
14860.0,2011-11-20 14:17:00,2011-11-01 00:00:00,2011-02-01 00:00:00,2011-02-01 00:00:00,抖音
14861.0,2009-12-08 12:12:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14862.0,2011-07-14 11:20:00,2011-07-01 00:00:00,2010-10-01 00:00:00,2009-12-01 00:00:00,抖音
14863.0,2011-11-10 15:04:00,2011-11-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,抖音
14865.0,2009-12-01 16:05:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14866.0,2010-08-26 11:54:00,2010-08-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
14867.0,2009-12-05 15:47:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14868.0,2010-10-15 14:52:00,2010-10-01 00:00:00,2010-09-01 00:00:00,2010-03-01 00:00:00,百度
14869.0,2009-12-16 11:43:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14870.0,2010-01-25 09:05:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14871.0,2009-12-01 11:57:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14872.0,2010-03-16 14:41:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
14873.0,2010-03-16 10:51:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14874.0,2010-06-22 14:58:00,2010-06-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14875.0,2010-09-24 10:28:00,2010-09-01 00:00:00,2010-07-01 00:00:00,2010-07-01 00:00:00,微信
14876.0,2010-05-27 13:49:00,2010-05-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,抖音
14877.0,2010-03-07 12:25:00,2010-03-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14878.0,2010-02-21 11:14:00,2010-02-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,微信
14879.0,2010-01-24 11:35:00,2010-01-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14880.0,2011-02-24 12:27:00,2011-02-01 00:00:00,2010-09-01 00:00:00,2010-03-01 00:00:00,百度
14881.0,2011-11-20 11:06:00,2011-11-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14882.0,2010-03-30 15:02:00,2010-03-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,百度
14883.0,2011-05-12 09:49:00,2011-05-01 00:00:00,2011-05-01 00:00:00,2010-01-01 00:00:00,抖音
14884.0,2010-02-08 12:56:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14885.0,2010-08-31 10:11:00,2010-08-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14886.0,2011-04-01 08:56:00,2011-04-01 00:00:00,2010-07-01 00:00:00,2010-07-01 00:00:00,抖音
14887.0,2011-09-21 15:32:00,2011-09-01 00:00:00,2011-02-01 00:00:00,2010-12-01 00:00:00,百度
14888.0,2011-05-16 14:58:00,2011-05-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,微信
14889.0,2011-01-07 15:19:00,2011-01-01 00:00:00,2010-09-01 00:00:00,2009-12-01 00:00:00,微信
14890.0,2010-02-18 09:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14891.0,2010-09-29 12:41:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14892.0,2010-01-18 08:58:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,微信
14893.0,2010-04-01 09:03:00,2010-04-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14894.0,2009-12-02 10:42:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14895.0,2009-12-10 14:22:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14896.0,2009-12-06 12:42:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14897.0,2009-12-15 17:05:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14898.0,2009-12-03 16:40:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14899.0,2010-11-09 15:20:00,2010-11-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,抖音
14900.0,2010-07-05 15:09:00,2010-07-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,抖音
14901.0,2010-07-29 11:11:00,2010-07-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,抖音
14902.0,2010-06-04 12:35:00,2010-06-01 00:00:00,2010-06-01 00:00:00,2009-12-01 00:00:00,抖音
14903.0,2011-03-06 11:50:00,2011-03-01 00:00:00,2010-09-01 00:00:00,2010-04-01 00:00:00,抖音
14904.0,2010-10-08 12:48:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2009-12-01 00:00:00,微信
14905.0,2009-12-03 14:36:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14906.0,2010-09-20 16:30:00,2010-09-01 00:00:00,2010-08-01 00:00:00,2010-08-01 00:00:00,微信
14907.0,2010-04-16 13:40:00,2010-04-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,百度
14908.0,2010-09-02 16:39:00,2010-09-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,微信
14909.0,2010-02-14 15:47:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,百度
14910.0,2011-10-16 11:06:00,2011-10-01 00:00:00,2011-08-01 00:00:00,2011-06-01 00:00:00,抖音
14911.0,2009-12-01 11:41:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14912.0,2010-01-26 16:29:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2009-12-01 00:00:00,抖音
14913.0,2010-08-11 08:40:00,2010-08-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,百度
14915.0,2009-12-03 10:17:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14916.0,2010-04-01 10:57:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14917.0,2010-04-22 09:44:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2010-02-01 00:00:00,百度
14918.0,2010-04-08 11:18:00,2010-04-01 00:00:00,2010-03-01 00:00:00,2009-12-01 00:00:00,微信
14919.0,2010-06-18 13:06:00,2010-06-01 00:00:00,2010-06-01 00:00:00,2010-03-01 00:00:00,抖音
14920.0,2010-05-23 15:25:00,2010-05-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,微信
14921.0,2011-05-22 12:51:00,2011-05-01 00:00:00,2010-07-01 00:00:00,2010-02-01 00:00:00,微信
14922.0,2010-07-20 09:45:00,2010-07-01 00:00:00,2010-04-01 00:00:00,2010-03-01 00:00:00,微信
14923.0,2011-10-20 11:51:00,2011-10-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
14924.0,2010-03-10 12:51:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,百度
14926.0,2010-04-20 09:59:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14927.0,2010-11-08 12:30:00,2010-11-01 00:00:00,2010-09-01 00:00:00,2010-07-01 00:00:00,微信
14928.0,2010-03-22 09:14:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,抖音
14929.0,2010-10-14 12:22:00,2010-10-01 00:00:00,2010-04-01 00:00:00,2010-04-01 00:00:00,抖音
14930.0,2010-04-12 11:22:00,2010-04-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14931.0,2011-04-13 09:32:00,2011-04-01 00:00:00,2010-02-01 00:00:00,2009-12-01 00:00:00,微信
14932.0,2010-11-19 09:16:00,2010-11-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14933.0,2010-09-21 17:29:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14934.0,2010-09-24 12:08:00,2010-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14935.0,2010-03-30 11:48:00,2010-03-01 00:00:00,2010-02-01 00:00:00,2010-02-01 00:00:00,抖音
14936.0,2010-05-05 12:26:00,2010-05-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14937.0,2011-08-01 14:16:00,2011-08-01 00:00:00,2010-05-01 00:00:00,2010-04-01 00:00:00,抖音
14938.0,2010-05-26 13:35:00,2010-05-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14940.0,2009-12-06 15:46:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14941.0,2010-05-10 11:30:00,2010-05-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,抖音
14942.0,2009-12-10 10:32:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,微信
14943.0,2010-02-14 16:04:00,2010-02-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,百度
14944.0,2010-02-17 08:47:00,2010-02-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14945.0,2010-10-22 11:26:00,2010-10-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
14946.0,2011-11-25 13:33:00,2011-11-01 00:00:00,2010-05-01 00:00:00,2010-04-01 00:00:00,微信
14947.0,2010-03-25 11:29:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,微信
14948.0,2011-05-04 14:52:00,2011-05-01 00:00:00,2011-05-01 00:00:00,2011-01-01 00:00:00,抖音
14949.0,2009-12-18 15:28:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14950.0,2011-11-20 13:48:00,2011-11-01 00:00:00,2010-10-01 00:00:00,2010-09-01 00:00:00,抖音
14951.0,2011-09-21 15:15:00,2011-09-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14952.0,2009-12-03 15:34:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14953.0,2010-09-30 12:16:00,2010-09-01 00:00:00,2010-06-01 00:00:00,2009-12-01 00:00:00,抖音
14954.0,2010-01-05 16:38:00,2010-01-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,抖音
14955.0,2009-12-07 11:35:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,百度
14956.0,2010-10-14 16:40:00,2010-10-01 00:00:00,2010-10-01 00:00:00,2009-12-01 00:00:00,百度
14957.0,2010-03-05 10:50:00,2010-03-01 00:00:00,2010-03-01 00:00:00,2010-03-01 00:00:00,微信
14958.0,2009-12-03 16:02:00,2009-12-01 00:00:00,2009-12-01 00:00:00,2009-12-01 00:00:00,抖音
