店铺id,城市,销售渠道,性别,年龄段,消费时间,产品名称,客户数量,销售金额,订单数量,产品数量,单件成本
669,重庆,线下,Female,>=60,Weekend,T恤,1,79.0,1,1,49
375,广州,线上,Female,35-39,Weekday,牛仔裤,4,176.0,4,4,69
98,成都,线下,Female,30-34,Weekday,T恤,3,327.0,3,3,49
255,杭州,线下,Male,>=60,Weekday,T恤,1,39.0,1,1,49
649,杭州,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
649,杭州,线下,Male,30-34,Weekend,配件,1,199.0,1,1,29
616,成都,线下,Male,25-29,Weekend,T恤,1,97.0,1,1,49
245,杭州,线下,Female,45-49,Weekend,短裤,1,39.0,1,1,19
70,深圳,线下,Female,35-39,Weekday,当季新品,2,171.0,3,3,59
802,西安,线下,Male,30-34,Weekday,运动,1,39.0,1,1,49
369,广州,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
520,杭州,线下,Female,50-54,Weekend,T恤,1,99.0,1,1,49
46,武汉,线下,Male,25-29,Weekday,运动,1,99.0,1,1,49
360,成都,线下,Male,45-49,Weekend,T恤,1,79.0,1,1,49
46,武汉,线下,Male,35-39,Weekend,裙子,1,99.0,1,1,59
245,杭州,线下,Female,20-24,Weekend,袜子,1,53.0,1,2,9
336,西安,线下,Female,25-29,Weekend,运动,3,298.0,3,3,49
520,杭州,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
207,上海,线上,Male,20-24,Weekday,T恤,8,788.5,8,10,49
146,杭州,线下,Female,20-24,Weekday,T恤,2,158.0,2,2,49
496,上海,线下,Female,20-24,Weekday,T恤,9,937.78,9,10,49
738,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
575,杭州,线下,Female,25-29,Weekday,当季新品,3,432.0,3,3,59
255,杭州,线下,Female,35-39,Weekday,裙子,1,199.0,1,1,59
142,上海,线下,Unkown,Unkown,Weekday,牛仔裤,1,39.0,1,1,69
738,深圳,线下,Female,35-39,Weekend,当季新品,1,199.0,1,1,59
658,深圳,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
168,武汉,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
91,武汉,线上,Female,35-39,Weekday,牛仔裤,8,1242.0,8,8,69
248,杭州,线下,Female,35-39,Weekday,T恤,3,156.0,3,4,49
229,深圳,线下,Female,25-29,Weekday,袜子,2,46.0,2,2,9
256,武汉,线下,Female,30-34,Weekend,牛仔裤,2,348.0,2,2,69
255,杭州,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
21,北京,线下,Male,30-34,Weekend,短裤,1,39.0,1,1,19
91,武汉,线上,Female,25-29,Weekend,T恤,1,79.0,1,1,49
648,西安,线下,Male,25-29,Weekend,当季新品,1,54.0,1,1,59
325,上海,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
245,杭州,线下,Female,35-39,Weekend,T恤,1,129.0,1,1,49
256,武汉,线下,Female,40-44,Weekday,T恤,1,39.0,1,1,49
98,成都,线下,Female,50-54,Weekday,牛仔裤,1,59.0,1,1,69
520,杭州,线下,Male,20-24,Weekday,运动,3,144.0,3,4,49
280,深圳,线下,Female,40-44,Weekday,牛仔裤,2,138.0,2,2,69
182,广州,线上,Male,20-24,Weekend,短裤,6,338.0,6,9,19
758,杭州,线下,Female,30-34,Weekday,袜子,2,38.0,2,2,9
325,上海,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
70,深圳,线下,Male,30-34,Weekday,T恤,3,297.0,3,3,49
648,西安,线下,Male,30-34,Weekend,T恤,2,198.0,2,2,49
335,上海,线下,Female,25-29,Weekday,T恤,2,158.0,2,2,49
442,西安,线下,Female,>=60,Weekday,当季新品,1,39.0,1,1,59
449,武汉,线下,Female,30-34,Weekday,T恤,2,248.0,2,2,49
611,深圳,线下,Female,45-49,Weekend,T恤,2,248.0,2,2,49
437,重庆,线下,Male,30-34,Weekend,T恤,1,59.0,1,1,49
91,武汉,线上,Male,30-34,Weekday,牛仔裤,1,39.0,1,1,69
325,上海,线下,Male,>=60,Weekday,T恤,1,59.0,1,1,49
369,广州,线下,Male,>=60,Weekend,牛仔裤,1,59.0,1,1,69
21,北京,线下,Female,30-34,Weekend,当季新品,1,98.0,1,2,59
649,杭州,线下,Female,25-29,Weekend,当季新品,1,55.0,1,1,59
52,武汉,线上,Female,45-49,Weekend,T恤,1,79.0,1,1,49
50,武汉,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
245,杭州,线下,Female,20-24,Weekend,T恤,2,158.0,2,2,49
759,重庆,线下,Female,30-34,Weekend,配件,1,99.0,1,1,29
375,广州,线上,Female,35-39,Weekday,T恤,1,59.0,1,1,49
442,西安,线下,Female,20-24,Weekday,T恤,1,158.0,1,2,49
52,武汉,线上,Male,20-24,Weekday,短裤,2,80.0,2,2,19
207,上海,线上,Female,40-44,Weekday,T恤,1,99.0,1,1,49
649,杭州,线下,Female,25-29,Weekend,牛仔裤,6,944.0,6,6,69
430,成都,线下,Female,55-59,Weekday,袜子,1,19.0,1,1,9
335,上海,线下,Female,35-39,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Male,35-39,Weekend,运动,1,96.0,1,1,49
168,武汉,线下,Male,25-29,Weekday,短裤,1,79.0,1,1,19
19,南京,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
28,武汉,线上,Female,20-24,Weekday,T恤,5,395.0,5,5,49
20,深圳,线下,Male,25-29,Weekday,T恤,3,177.0,3,3,49
148,深圳,线下,Male,25-29,Weekday,短裤,1,39.0,1,1,19
369,广州,线下,Female,50-54,Weekend,毛衣,1,249.0,1,1,99
208,重庆,线下,Male,30-34,Weekend,毛衣,4,746.0,4,4,99
248,杭州,线下,Female,35-39,Weekday,T恤,1,199.0,1,1,49
802,西安,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
70,深圳,线下,Female,30-34,Weekend,当季新品,1,231.0,1,4,59
802,西安,线下,Male,20-24,Weekend,袜子,1,19.0,1,1,9
28,武汉,线上,Female,45-49,Weekend,毛衣,1,249.0,1,1,99
323,武汉,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
360,成都,线下,Female,25-29,Weekday,牛仔裤,1,99.0,1,1,69
315,武汉,线下,Male,30-34,Weekend,牛仔裤,1,149.0,1,1,69
758,杭州,线下,Female,25-29,Weekend,当季新品,1,124.0,1,1,59
605,成都,线下,Male,45-49,Weekday,裙子,1,59.0,1,1,59
19,南京,线下,Female,20-24,Weekday,袜子,1,79.0,1,1,9
207,上海,线上,Female,30-34,Weekday,裙子,5,895.0,5,5,59
430,成都,线下,Female,20-24,Weekday,牛仔裤,1,59.0,1,1,69
605,成都,线下,Female,20-24,Weekend,牛仔裤,1,199.0,1,1,69
323,武汉,线下,Male,>=60,Weekend,T恤,1,58.0,1,1,49
658,深圳,线下,Male,30-34,Weekend,短裤,1,33.0,1,1,19
208,重庆,线下,Female,<20,Weekend,配件,1,99.0,1,1,29
208,重庆,线下,Female,30-34,Weekday,T恤,1,177.0,1,3,49
21,北京,线下,Male,30-34,Weekend,T恤,1,249.0,1,1,49
182,广州,线上,Female,30-34,Weekend,T恤,1,79.0,1,1,49
248,杭州,线下,Female,40-44,Weekend,T恤,1,59.0,1,1,49
616,成都,线下,Female,40-44,Weekend,袜子,1,54.0,1,2,9
611,深圳,线下,Female,40-44,Weekday,T恤,1,39.0,1,1,49
231,广州,线下,Female,<20,Weekday,T恤,1,297.0,1,3,49
758,杭州,线下,Female,25-29,Weekend,T恤,1,198.0,1,2,49
46,武汉,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
231,广州,线下,Female,30-34,Weekday,裙子,2,298.0,2,2,59
255,杭州,线下,Female,>=60,Weekend,毛衣,1,246.0,1,1,99
375,广州,线上,Female,20-24,Weekend,T恤,1,79.0,1,1,49
229,深圳,线下,Female,25-29,Weekend,T恤,1,79.0,1,1,49
802,西安,线下,Female,35-39,Weekday,短裤,2,80.0,2,2,19
496,上海,线下,Female,40-44,Weekday,当季新品,1,99.0,1,1,59
315,武汉,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
429,西安,线下,Male,25-29,Weekend,运动,1,99.0,1,1,49
52,武汉,线上,Female,30-34,Weekday,袜子,1,26.0,1,1,9
182,广州,线上,Female,35-39,Weekend,当季新品,6,342.0,7,8,59
50,武汉,线上,Female,35-39,Weekend,配件,1,398.0,1,2,29
796,深圳,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
255,杭州,线下,Male,>=60,Weekend,当季新品,1,99.0,1,1,59
325,上海,线下,Female,20-24,Weekday,T恤,2,168.31,2,2,49
658,深圳,线下,Unkown,Unkown,Weekday,短裤,1,33.0,1,1,19
796,深圳,线下,Male,45-49,Weekday,T恤,1,79.0,1,1,49
231,广州,线下,Male,25-29,Weekday,T恤,1,79.0,1,1,49
648,西安,线下,Male,30-34,Weekend,运动,2,101.0,2,3,49
360,成都,线下,Female,20-24,Weekday,牛仔裤,2,248.0,2,2,69
437,重庆,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
168,武汉,线下,Female,30-34,Weekday,T恤,1,59.0,1,1,49
229,深圳,线下,Male,>=60,Weekend,T恤,1,79.0,1,1,49
575,杭州,线下,Female,35-39,Weekday,T恤,1,199.0,1,1,49
669,重庆,线下,Male,20-24,Weekday,T恤,1,79.0,1,1,49
420,广州,线上,Male,35-39,Weekend,T恤,1,79.0,1,1,49
70,深圳,线下,Male,25-29,Weekday,当季新品,1,59.0,1,1,59
325,上海,线下,Male,40-44,Weekend,配件,1,79.0,1,1,29
430,成都,线下,Male,20-24,Weekday,裙子,1,199.0,1,1,59
312,杭州,线下,Female,55-59,Weekday,T恤,1,99.0,1,1,49
245,杭州,线下,Male,25-29,Weekday,袜子,1,50.0,1,2,9
248,杭州,线下,Female,25-29,Weekend,袜子,2,316.0,2,4,9
91,武汉,线上,Female,25-29,Weekday,T恤,2,297.0,2,3,49
648,西安,线下,Female,25-29,Weekend,当季新品,1,199.0,1,1,59
52,武汉,线上,Female,30-34,Weekend,T恤,1,57.0,1,1,49
207,上海,线上,Female,40-44,Weekday,T恤,1,79.0,1,1,49
335,上海,线下,Male,20-24,Weekday,T恤,1,99.0,1,1,49
280,深圳,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
648,西安,线下,Female,25-29,Weekend,牛仔裤,2,278.0,2,2,69
91,武汉,线上,Male,25-29,Weekend,T恤,2,158.0,2,2,49
148,深圳,线下,Male,30-34,Weekday,短裤,1,38.0,1,1,19
135,上海,线下,Female,40-44,Weekend,毛衣,1,149.0,1,1,99
605,成都,线下,Male,25-29,Weekend,短裤,1,33.0,1,1,19
325,上海,线下,Female,35-39,Weekend,T恤,3,197.0,3,3,49
229,深圳,线下,Male,45-49,Weekday,当季新品,2,111.0,2,2,59
19,南京,线下,Female,>=60,Weekday,T恤,1,37.0,1,1,49
336,西安,线下,Female,40-44,Weekday,袜子,1,38.0,2,2,9
20,深圳,线下,Female,50-54,Weekend,T恤,1,59.0,1,1,49
479,深圳,线下,Female,30-34,Weekend,短裤,4,138.0,4,4,19
758,杭州,线下,Male,40-44,Weekend,当季新品,1,49.0,1,1,59
605,成都,线下,Female,20-24,Weekday,牛仔裤,1,57.24,1,1,69
168,武汉,线下,Female,25-29,Weekday,牛仔裤,2,38.0,2,2,69
611,深圳,线下,Female,20-24,Weekday,当季新品,20,3705.0,21,22,59
360,成都,线下,Female,>=60,Weekday,当季新品,1,57.0,1,1,59
135,上海,线下,Female,25-29,Weekday,配件,2,298.0,2,2,29
280,深圳,线下,Female,35-39,Weekday,袜子,1,40.0,1,2,9
19,南京,线下,Male,30-34,Weekday,T恤,1,79.0,1,1,49
429,西安,线下,Female,30-34,Weekend,短裤,2,78.0,2,2,19
146,杭州,线下,Male,>=60,Weekday,短裤,4,218.0,4,6,19
208,重庆,线下,Female,30-34,Weekday,运动,2,66.0,2,2,49
245,杭州,线下,Female,20-24,Weekend,裙子,3,237.0,3,3,59
248,杭州,线下,Female,30-34,Weekday,袜子,1,26.0,1,1,9
28,武汉,线上,Male,45-49,Weekday,T恤,1,59.0,1,1,49
229,深圳,线下,Female,35-39,Weekday,袜子,1,79.0,1,1,9
658,深圳,线下,Male,25-29,Weekday,T恤,1,99.0,1,1,49
420,广州,线上,Female,20-24,Weekend,配件,2,298.0,2,2,29
19,南京,线下,Female,30-34,Weekday,短裤,2,105.0,2,3,19
21,北京,线下,Male,45-49,Weekend,T恤,1,97.0,1,1,49
437,重庆,线下,Male,20-24,Weekday,短裤,1,79.0,1,1,19
616,成都,线下,Female,35-39,Weekend,T恤,2,138.0,2,2,49
245,杭州,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
369,广州,线下,Female,25-29,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Female,30-34,Weekday,牛仔裤,1,149.0,1,1,69
52,武汉,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
280,深圳,线下,Female,<20,Weekend,T恤,1,79.0,1,1,49
146,杭州,线下,Male,20-24,Weekday,当季新品,1,49.0,1,1,59
369,广州,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
137,西安,线上,Female,45-49,Weekend,袜子,1,39.0,1,1,9
430,成都,线下,Female,40-44,Weekday,T恤,1,99.0,1,1,49
142,上海,线下,Female,25-29,Weekend,T恤,2,158.0,2,2,49
142,上海,线下,Female,35-39,Weekend,毛衣,2,348.0,2,2,99
737,深圳,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
429,西安,线下,Female,25-29,Weekday,T恤,2,158.0,2,2,49
737,深圳,线下,Female,35-39,Weekend,T恤,1,79.0,1,1,49
208,重庆,线下,Female,55-59,Weekday,T恤,1,99.0,1,1,49
20,深圳,线下,Female,35-39,Weekend,当季新品,1,99.0,1,1,59
207,上海,线上,Female,20-24,Weekend,袜子,1,20.0,1,1,9
575,杭州,线下,Female,30-34,Weekend,短裤,1,38.0,1,1,19
20,深圳,线下,Female,35-39,Weekday,短裤,1,33.0,1,1,19
429,西安,线下,Female,45-49,Weekend,袜子,1,79.0,1,1,9
68,重庆,线上,Female,40-44,Weekday,袜子,1,59.0,1,1,9
796,深圳,线下,Male,30-34,Weekday,T恤,1,99.0,1,1,49
442,西安,线下,Female,40-44,Weekday,T恤,1,59.0,1,1,49
52,武汉,线上,Male,30-34,Weekday,T恤,1,99.0,1,1,49
46,武汉,线下,Male,>=60,Weekend,T恤,1,99.0,1,1,49
248,杭州,线下,Male,50-54,Weekend,T恤,1,77.0,1,1,49
429,西安,线下,Male,20-24,Weekend,T恤,1,59.0,1,1,49
98,成都,线下,Female,45-49,Weekend,毛衣,2,298.0,2,2,99
420,广州,线上,Female,30-34,Weekend,T恤,1,79.0,1,1,49
148,深圳,线下,Female,20-24,Weekend,牛仔裤,1,199.0,1,1,69
21,北京,线下,Female,20-24,Weekend,配件,5,391.0,5,6,29
182,广州,线上,Female,35-39,Weekday,T恤,1,56.0,1,1,49
336,西安,线下,Female,40-44,Weekend,运动,1,39.0,1,1,49
399,广州,线下,Female,25-29,Weekday,T恤,2,198.0,2,2,49
20,深圳,线下,Female,40-44,Weekend,T恤,1,99.0,1,1,49
146,杭州,线下,Female,40-44,Weekday,运动,2,178.0,2,2,49
245,杭州,线下,Female,20-24,Weekday,T恤,1,99.0,1,1,49
315,武汉,线下,Female,20-24,Weekday,裙子,1,79.0,1,1,59
375,广州,线上,Female,40-44,Weekday,袜子,2,138.0,2,2,9
575,杭州,线下,Male,30-34,Weekend,短裤,2,66.0,2,2,19
575,杭州,线下,Male,30-34,Weekend,袜子,1,19.0,1,1,9
21,北京,线下,Female,45-49,Weekday,袜子,1,39.0,1,1,9
229,深圳,线下,Female,<20,Weekday,T恤,1,149.0,1,1,49
480,重庆,线下,Female,35-39,Weekday,袜子,1,19.0,1,1,9
21,北京,线下,Male,20-24,Weekday,短裤,3,97.48,3,3,19
91,武汉,线上,Male,30-34,Weekday,T恤,1,59.0,1,1,49
21,北京,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
335,上海,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
335,上海,线下,Male,35-39,Weekend,T恤,1,79.0,1,1,49
98,成都,线下,Female,30-34,Weekday,裙子,3,237.0,3,3,59
323,武汉,线下,Female,40-44,Weekend,配件,2,217.0,2,3,29
32,武汉,线上,Female,30-34,Weekday,T恤,1,59.0,1,1,49
208,重庆,线下,Female,25-29,Weekend,配件,2,78.0,2,2,29
759,重庆,线下,Female,30-34,Weekend,运动,1,38.0,1,1,49
479,深圳,线下,Male,25-29,Weekday,T恤,2,198.0,2,2,49
616,成都,线下,Male,25-29,Weekend,裙子,2,348.0,2,2,59
248,杭州,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
611,深圳,线下,Male,25-29,Weekday,T恤,4,276.0,4,4,49
605,成都,线下,Female,20-24,Weekend,裙子,1,149.0,1,1,59
248,杭州,线下,Male,20-24,Weekday,牛仔裤,1,149.0,1,1,69
420,广州,线上,Female,35-39,Weekday,T恤,2,116.29,2,2,49
360,成都,线下,Female,30-34,Weekday,运动,1,59.0,1,1,49
335,上海,线下,Male,30-34,Weekday,毛衣,1,249.0,1,1,99
399,广州,线下,Female,30-34,Weekday,T恤,2,198.0,2,2,49
245,杭州,线下,Female,35-39,Weekend,T恤,4,253.0,4,4,49
248,杭州,线下,Female,25-29,Weekday,牛仔裤,8,1342.0,8,8,69
399,广州,线下,Male,25-29,Weekday,短裤,1,40.0,1,1,19
255,杭州,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
375,广州,线上,Male,25-29,Weekday,短裤,1,40.0,1,1,19
325,上海,线下,Female,35-39,Weekend,当季新品,2,245.0,2,5,59
28,武汉,线上,Male,20-24,Weekday,T恤,1,99.0,1,1,49
738,深圳,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
46,武汉,线下,Female,30-34,Weekday,T恤,2,196.95,2,2,49
437,重庆,线下,Female,35-39,Weekday,T恤,1,198.0,1,2,49
91,武汉,线上,Male,20-24,Weekend,短裤,1,33.0,1,1,19
758,杭州,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
255,杭州,线下,Female,<20,Weekend,袜子,1,20.0,1,1,9
21,北京,线下,Male,30-34,Weekday,短裤,2,106.0,2,3,19
575,杭州,线下,Male,30-34,Weekday,配件,1,59.0,1,1,29
280,深圳,线下,Male,25-29,Weekday,T恤,3,336.6,3,4,49
831,杭州,线下,Male,25-29,Weekend,当季新品,1,79.0,1,1,59
312,杭州,线下,Male,>=60,Weekday,牛仔裤,1,59.0,1,1,69
480,重庆,线下,Female,25-29,Weekend,裙子,1,199.0,1,1,59
70,深圳,线下,Female,25-29,Weekend,T恤,1,39.0,1,1,49
430,成都,线下,Male,30-34,Weekend,T恤,1,129.0,1,1,49
182,广州,线上,Male,>=60,Weekend,T恤,1,99.0,1,1,49
611,深圳,线下,Female,35-39,Weekend,T恤,1,99.0,1,1,49
208,重庆,线下,Female,40-44,Weekday,配件,2,217.0,2,3,29
231,广州,线下,Female,50-54,Weekend,配件,1,118.0,1,2,29
19,南京,线下,Female,>=60,Weekend,当季新品,1,95.0,1,1,59
449,武汉,线下,Female,35-39,Weekend,T恤,1,198.0,1,2,49
229,深圳,线下,Female,25-29,Weekday,T恤,1,59.0,1,1,49
323,武汉,线下,Male,>=60,Weekday,裙子,1,199.0,1,1,59
360,成都,线下,Male,25-29,Weekend,短裤,1,66.0,1,2,19
831,杭州,线下,Male,25-29,Weekend,T恤,2,297.0,2,3,49
323,武汉,线下,Female,30-34,Weekday,短裤,1,33.0,1,1,19
496,上海,线下,Female,20-24,Weekday,当季新品,1,149.0,1,1,59
148,深圳,线下,Male,25-29,Weekday,当季新品,3,447.0,3,3,59
142,上海,线下,Female,40-44,Weekend,配件,2,298.0,2,2,29
255,杭州,线下,Male,30-34,Weekend,T恤,1,79.0,1,1,49
245,杭州,线下,Female,Unkown,Weekend,T恤,1,99.0,1,1,49
520,杭州,线下,Female,20-24,Weekday,袜子,1,54.0,1,2,9
52,武汉,线上,Male,25-29,Weekday,T恤,3,237.0,3,3,49
142,上海,线下,Female,30-34,Weekend,当季新品,1,39.0,1,1,59
429,西安,线下,Female,35-39,Weekday,T恤,1,59.0,1,1,49
312,杭州,线下,Male,<20,Weekend,T恤,2,198.0,2,2,49
449,武汉,线下,Female,45-49,Weekend,T恤,1,99.0,1,1,49
335,上海,线下,Female,30-34,Weekend,运动,1,39.0,1,1,49
146,杭州,线下,Female,40-44,Weekday,牛仔裤,1,39.0,1,1,69
420,广州,线上,Female,35-39,Weekday,T恤,1,99.0,1,1,49
399,广州,线下,Male,40-44,Weekend,袜子,1,79.0,1,1,9
420,广州,线上,Male,20-24,Weekday,袜子,2,79.0,2,3,9
605,成都,线下,Male,<20,Weekend,T恤,1,99.0,1,1,49
280,深圳,线下,Female,45-49,Weekday,T恤,1,79.0,1,1,49
429,西安,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
802,西安,线下,Male,20-24,Weekend,T恤,1,79.0,1,1,49
802,西安,线下,Female,<20,Weekday,T恤,3,297.0,3,3,49
360,成都,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
168,武汉,线下,Male,25-29,Weekday,T恤,1,69.34,1,1,49
658,深圳,线下,Female,30-34,Weekend,配件,2,398.0,2,2,29
142,上海,线下,Female,40-44,Weekday,T恤,1,59.0,1,1,49
21,北京,线下,Male,30-34,Weekday,短裤,3,110.72,3,3,19
19,南京,线下,Female,25-29,Weekend,袜子,2,79.0,2,3,9
146,杭州,线下,Female,50-54,Weekday,T恤,1,297.0,1,3,49
449,武汉,线下,Female,35-39,Weekday,当季新品,2,154.0,2,2,59
207,上海,线上,Female,35-39,Weekday,T恤,1,99.0,1,1,49
46,武汉,线下,Male,40-44,Weekend,短裤,1,40.0,1,1,19
70,深圳,线下,Female,35-39,Weekday,T恤,5,313.0,5,7,49
21,北京,线下,Male,25-29,Weekday,牛仔裤,1,99.0,1,1,69
148,深圳,线下,Female,20-24,Weekend,T恤,1,79.0,1,1,49
796,深圳,线下,Female,55-59,Weekday,配件,1,79.0,1,1,29
52,武汉,线上,Female,20-24,Weekend,T恤,4,396.0,4,4,49
70,深圳,线下,Female,30-34,Weekday,T恤,2,158.0,2,2,49
19,南京,线下,Male,20-24,Weekend,当季新品,2,126.0,2,2,59
430,成都,线下,Male,20-24,Weekend,牛仔裤,1,199.0,1,1,69
605,成都,线下,Female,30-34,Weekday,T恤,4,255.0,4,5,49
245,杭州,线下,Female,20-24,Weekend,袜子,1,79.0,1,1,9
399,广州,线下,Female,30-34,Weekday,短裤,2,158.0,2,2,19
758,杭州,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
738,深圳,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
437,重庆,线下,Male,20-24,Weekday,袜子,1,79.0,1,1,9
737,深圳,线下,Female,<20,Weekend,T恤,1,79.0,1,1,49
256,武汉,线下,Male,>=60,Weekday,T恤,2,117.0,2,3,49
21,北京,线下,Female,35-39,Weekend,运动,1,249.0,1,1,49
229,深圳,线下,Male,>=60,Weekend,当季新品,1,79.0,1,1,59
442,西安,线下,Male,30-34,Weekend,T恤,1,59.0,1,1,49
146,杭州,线下,Female,20-24,Weekend,T恤,3,257.0,3,3,49
98,成都,线下,Male,>=60,Weekday,当季新品,1,99.0,1,1,59
649,杭州,线下,Male,25-29,Weekday,当季新品,1,139.0,1,1,59
520,杭州,线下,Male,30-34,Weekend,T恤,1,99.0,1,1,49
758,杭州,线下,Male,>=60,Weekday,T恤,1,79.0,1,1,49
32,武汉,线上,Female,25-29,Weekday,T恤,3,277.0,3,3,49
658,深圳,线下,Female,20-24,Weekend,T恤,1,99.0,1,1,49
256,武汉,线下,Male,35-39,Weekday,T恤,1,99.0,1,1,49
325,上海,线下,Male,25-29,Weekend,T恤,1,158.0,1,2,49
32,武汉,线上,Female,>=60,Weekday,当季新品,2,134.0,2,2,59
375,广州,线上,Female,30-34,Weekday,短裤,3,460.0,3,12,19
375,广州,线上,Female,<20,Weekday,T恤,1,59.0,1,1,49
648,西安,线下,Female,45-49,Weekday,短裤,1,33.0,1,1,19
68,重庆,线上,Male,35-39,Weekday,T恤,1,79.0,1,1,49
323,武汉,线下,Male,>=60,Weekday,短裤,1,66.0,1,2,19
20,深圳,线下,Female,40-44,Weekday,当季新品,1,56.0,1,1,59
231,广州,线下,Male,>=60,Weekday,T恤,1,59.0,1,1,49
21,北京,线下,Female,45-49,Weekday,配件,2,298.0,2,2,29
148,深圳,线下,Female,30-34,Weekday,袜子,3,160.0,3,6,9
437,重庆,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
758,杭州,线下,Female,25-29,Weekday,T恤,2,219.21,3,3,49
738,深圳,线下,Female,30-34,Weekday,牛仔裤,1,59.0,1,1,69
135,上海,线下,Female,50-54,Weekday,T恤,1,99.0,1,1,49
98,成都,线下,Female,35-39,Weekday,T恤,2,156.0,2,2,49
648,西安,线下,Male,20-24,Weekday,当季新品,1,158.0,1,2,59
256,武汉,线下,Female,55-59,Weekend,T恤,1,79.0,1,1,49
280,深圳,线下,Male,35-39,Weekend,当季新品,1,158.0,1,2,59
207,上海,线上,Female,20-24,Weekend,T恤,1,38.0,1,1,49
32,武汉,线上,Female,50-54,Weekday,牛仔裤,2,276.0,2,2,69
480,重庆,线下,Male,>=60,Weekday,T恤,1,99.0,1,1,49
519,杭州,线下,Female,30-34,Weekday,T恤,1,99.0,1,1,49
148,深圳,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
315,武汉,线下,Female,35-39,Weekday,T恤,1,198.0,1,2,49
168,武汉,线下,Female,25-29,Weekend,当季新品,1,316.0,4,4,59
796,深圳,线下,Female,35-39,Weekday,T恤,1,99.0,1,1,49
759,重庆,线下,Female,20-24,Weekday,T恤,1,79.0,1,1,49
148,深圳,线下,Female,50-54,Weekday,毛衣,1,99.0,1,1,99
19,南京,线下,Male,25-29,Weekend,T恤,1,99.0,1,1,49
605,成都,线下,Male,40-44,Weekend,配件,1,99.0,1,1,29
758,杭州,线下,Male,30-34,Weekday,毛衣,1,149.0,1,1,99
231,广州,线下,Female,>=60,Weekend,牛仔裤,2,78.0,2,2,69
737,深圳,线下,Female,30-34,Weekend,袜子,2,72.0,2,3,9
46,武汉,线下,Male,25-29,Weekday,袜子,3,80.0,3,3,9
91,武汉,线上,Female,40-44,Weekday,T恤,1,59.0,1,1,49
256,武汉,线下,Female,35-39,Weekday,牛仔裤,1,19.0,1,1,69
46,武汉,线下,Female,30-34,Weekend,T恤,1,59.0,1,1,49
325,上海,线下,Female,25-29,Weekend,T恤,1,39.0,1,1,49
312,杭州,线下,Female,25-29,Weekend,配件,2,198.0,2,2,29
52,武汉,线上,Female,35-39,Weekday,配件,7,772.0,8,9,29
429,西安,线下,Female,30-34,Weekday,T恤,3,257.0,3,3,49
336,西安,线下,Female,45-49,Weekday,配件,1,79.0,1,1,29
369,广州,线下,Female,40-44,Weekday,T恤,3,297.0,3,3,49
658,深圳,线下,Female,35-39,Weekday,短裤,1,32.54,1,1,19
280,深圳,线下,Female,>=60,Weekday,T恤,2,297.0,2,3,49
148,深圳,线下,Female,35-39,Weekday,T恤,1,78.0,1,1,49
420,广州,线上,Female,20-24,Weekday,T恤,3,217.0,3,3,49
255,杭州,线下,Female,55-59,Weekday,T恤,1,79.0,1,1,49
831,杭州,线下,Female,50-54,Weekday,T恤,1,99.0,1,1,49
575,杭州,线下,Female,25-29,Weekday,T恤,1,99.0,1,1,49
142,上海,线下,Female,30-34,Weekend,T恤,3,217.0,3,3,49
315,武汉,线下,Male,35-39,Weekend,T恤,1,99.0,1,1,49
